Year,Race,Pos,No,Driver,Car,Laps,Time/Retired,PTS,Country,Circuit,Type,Direction,Location,Last length used,Turns,Grands Prix,Grands Prix held
2011,37,10,10,Vitaly Petrov PET,Renault,59.0,+1 lap,1.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,10,10,Vitaly Petrov PET,Renault,59.0,+1 lap,1.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,37,11,17,Sergio Perez PER,Sauber Ferrari,59.0,+1 lap,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2011,37,11,17,Sergio Perez PER,Sauber Ferrari,59.0,+1 lap,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,11,17,Sergio Perez PER,Sauber Ferrari,59.0,+1 lap,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,37,12,19,Jaime Alguersuari ALG,STR Ferrari,59.0,+1 lap,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2011,37,12,19,Jaime Alguersuari ALG,STR Ferrari,59.0,+1 lap,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,12,19,Jaime Alguersuari ALG,STR Ferrari,59.0,+1 lap,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,37,13,15,Paul di Resta DIR,Force India Mercedes,59.0,+1 lap,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2011,37,13,15,Paul di Resta DIR,Force India Mercedes,59.0,+1 lap,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,13,15,Paul di Resta DIR,Force India Mercedes,59.0,+1 lap,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,37,14,12,Pastor Maldonado MAL,Williams Cosworth,59.0,+1 lap,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2011,37,14,12,Pastor Maldonado MAL,Williams Cosworth,59.0,+1 lap,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,14,12,Pastor Maldonado MAL,Williams Cosworth,59.0,+1 lap,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,37,15,18,Sebastien Buemi BUE,STR Ferrari,59.0,+1 lap,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2011,37,15,18,Sebastien Buemi BUE,STR Ferrari,59.0,+1 lap,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,15,18,Sebastien Buemi BUE,STR Ferrari,59.0,+1 lap,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,37,16,20,Heikki Kovalainen KOV,Lotus Renault,58.0,+2 laps,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2011,37,16,20,Heikki Kovalainen KOV,Lotus Renault,58.0,+2 laps,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,16,20,Heikki Kovalainen KOV,Lotus Renault,58.0,+2 laps,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,37,17,24,Timo Glock GLO,Virgin Cosworth,57.0,+3 laps,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2011,37,17,24,Timo Glock GLO,Virgin Cosworth,57.0,+3 laps,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,17,24,Timo Glock GLO,Virgin Cosworth,57.0,+3 laps,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,37,18,25,Jerome d'Ambrosio DAM,Virgin Cosworth,57.0,+3 laps,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2011,37,18,25,Jerome d'Ambrosio DAM,Virgin Cosworth,57.0,+3 laps,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,18,25,Jerome d'Ambrosio DAM,Virgin Cosworth,57.0,+3 laps,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,37,19,22,Daniel Ricciardo RIC,HRT Cosworth,57.0,+3 laps,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2011,37,19,22,Daniel Ricciardo RIC,HRT Cosworth,57.0,+3 laps,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,19,22,Daniel Ricciardo RIC,HRT Cosworth,57.0,+3 laps,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,37,20,21,Karun Chandhok CHD,Lotus Renault,56.0,+4 laps,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2011,37,20,21,Karun Chandhok CHD,Lotus Renault,56.0,+4 laps,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,20,21,Karun Chandhok CHD,Lotus Renault,56.0,+4 laps,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,37,NC,23,Vitantonio Liuzzi LIU,HRT Cosworth,37.0,DNF,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2011,37,NC,23,Vitantonio Liuzzi LIU,HRT Cosworth,37.0,DNF,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,NC,23,Vitantonio Liuzzi LIU,HRT Cosworth,37.0,DNF,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,37,NC,4,Jenson Button BUT,McLaren Mercedes,35.0,DNF,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2011,37,NC,4,Jenson Button BUT,McLaren Mercedes,35.0,DNF,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,NC,4,Jenson Button BUT,McLaren Mercedes,35.0,DNF,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,37,NC,11,Rubens Barrichello BAR,Williams Cosworth,16.0,DNF,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2011,37,NC,11,Rubens Barrichello BAR,Williams Cosworth,16.0,DNF,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,NC,11,Rubens Barrichello BAR,Williams Cosworth,16.0,DNF,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,37,NC,9,Nick Heidfeld HEI,Renault,9.0,DNF,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2011,37,NC,9,Nick Heidfeld HEI,Renault,9.0,DNF,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2011,37,NC,9,Nick Heidfeld HEI,Renault,9.0,DNF,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2011,38,1,4,Jenson Button BUT,McLaren Mercedes,70.0,1:46:42.337,25.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,2,1,Sebastian Vettel VET,Red Bull Racing Renault,70.0,+3.588s,18.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,3,5,Fernando Alonso ALO,Ferrari,70.0,+19.819s,15.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,4,3,Lewis Hamilton HAM,McLaren Mercedes,70.0,+48.338s,12.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,5,2,Mark Webber WEB,Red Bull Racing Renault,70.0,+49.742s,10.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,6,6,Felipe Massa MAS,Ferrari,70.0,+83.176s,8.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,7,15,Paul di Resta DIR,Force India Mercedes,69.0,+1 lap,6.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,8,18,Sebastien Buemi BUE,STR Ferrari,69.0,+1 lap,4.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,9,8,Nico Rosberg ROS,Mercedes,69.0,+1 lap,2.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,10,19,Jaime Alguersuari ALG,STR Ferrari,69.0,+1 lap,1.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,11,16,Kamui Kobayashi KOB,Sauber Ferrari,69.0,+1 lap,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,12,10,Vitaly Petrov PET,Renault,69.0,+1 lap,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,13,11,Rubens Barrichello BAR,Williams Cosworth,68.0,+2 laps,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,14,14,Adrian Sutil SUT,Force India Mercedes,68.0,+2 laps,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,15,17,Sergio Perez PER,Sauber Ferrari,68.0,+2 laps,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,16,12,Pastor Maldonado MAL,Williams Cosworth,68.0,+2 laps,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,17,24,Timo Glock GLO,Virgin Cosworth,66.0,+4 laps,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,18,22,Daniel Ricciardo RIC,HRT Cosworth,66.0,+4 laps,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,19,25,Jerome d'Ambrosio DAM,Virgin Cosworth,65.0,+5 laps,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,20,23,Vitantonio Liuzzi LIU,HRT Cosworth,65.0,+5 laps,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,NC,20,Heikki Kovalainen KOV,Lotus Renault,55.0,DNF,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,NC,7,Michael Schumacher MSC,Mercedes,26.0,DNF,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,NC,9,Nick Heidfeld HEI,Renault,23.0,DNF,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,38,NC,21,Jarno Trulli TRU,Lotus Renault,17.0,DNF,0.0,Hungary,Hungaroring *,Race circuit,Clockwise,Mogyoród,4.381 km (2.722 mi),14,Hungarian Grand Prix,38
2011,39,1,1,Sebastian Vettel VET,Red Bull Racing Renault,44.0,1:26:44.893,25.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,1,1,Sebastian Vettel VET,Red Bull Racing Renault,44.0,1:26:44.893,25.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,1,1,Sebastian Vettel VET,Red Bull Racing Renault,44.0,1:26:44.893,25.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,2,2,Mark Webber WEB,Red Bull Racing Renault,44.0,+3.741s,18.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,2,2,Mark Webber WEB,Red Bull Racing Renault,44.0,+3.741s,18.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,2,2,Mark Webber WEB,Red Bull Racing Renault,44.0,+3.741s,18.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,3,4,Jenson Button BUT,McLaren Mercedes,44.0,+9.669s,15.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,3,4,Jenson Button BUT,McLaren Mercedes,44.0,+9.669s,15.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,3,4,Jenson Button BUT,McLaren Mercedes,44.0,+9.669s,15.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,4,5,Fernando Alonso ALO,Ferrari,44.0,+13.022s,12.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,4,5,Fernando Alonso ALO,Ferrari,44.0,+13.022s,12.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,4,5,Fernando Alonso ALO,Ferrari,44.0,+13.022s,12.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,5,7,Michael Schumacher MSC,Mercedes,44.0,+47.464s,10.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,5,7,Michael Schumacher MSC,Mercedes,44.0,+47.464s,10.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,5,7,Michael Schumacher MSC,Mercedes,44.0,+47.464s,10.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,6,8,Nico Rosberg ROS,Mercedes,44.0,+48.674s,8.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,6,8,Nico Rosberg ROS,Mercedes,44.0,+48.674s,8.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,6,8,Nico Rosberg ROS,Mercedes,44.0,+48.674s,8.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,7,14,Adrian Sutil SUT,Force India Mercedes,44.0,+59.713s,6.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,7,14,Adrian Sutil SUT,Force India Mercedes,44.0,+59.713s,6.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,7,14,Adrian Sutil SUT,Force India Mercedes,44.0,+59.713s,6.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,8,6,Felipe Massa MAS,Ferrari,44.0,+66.076s,4.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,8,6,Felipe Massa MAS,Ferrari,44.0,+66.076s,4.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,8,6,Felipe Massa MAS,Ferrari,44.0,+66.076s,4.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,9,10,Vitaly Petrov PET,Renault,44.0,+71.917s,2.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,9,10,Vitaly Petrov PET,Renault,44.0,+71.917s,2.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,9,10,Vitaly Petrov PET,Renault,44.0,+71.917s,2.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,10,12,Pastor Maldonado MAL,Williams Cosworth,44.0,+77.615s,1.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,10,12,Pastor Maldonado MAL,Williams Cosworth,44.0,+77.615s,1.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,10,12,Pastor Maldonado MAL,Williams Cosworth,44.0,+77.615s,1.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,11,15,Paul di Resta DIR,Force India Mercedes,44.0,+83.994s,0.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,11,15,Paul di Resta DIR,Force India Mercedes,44.0,+83.994s,0.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,11,15,Paul di Resta DIR,Force India Mercedes,44.0,+83.994s,0.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,12,16,Kamui Kobayashi KOB,Sauber Ferrari,44.0,+91.976s,0.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,12,16,Kamui Kobayashi KOB,Sauber Ferrari,44.0,+91.976s,0.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,12,16,Kamui Kobayashi KOB,Sauber Ferrari,44.0,+91.976s,0.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,13,9,Bruno Senna SEN,Renault,44.0,+92.985s,0.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,13,9,Bruno Senna SEN,Renault,44.0,+92.985s,0.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,13,9,Bruno Senna SEN,Renault,44.0,+92.985s,0.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,14,21,Jarno Trulli TRU,Lotus Renault,43.0,+1 lap,0.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,14,21,Jarno Trulli TRU,Lotus Renault,43.0,+1 lap,0.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,14,21,Jarno Trulli TRU,Lotus Renault,43.0,+1 lap,0.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,15,20,Heikki Kovalainen KOV,Lotus Renault,43.0,+1 lap,0.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,15,20,Heikki Kovalainen KOV,Lotus Renault,43.0,+1 lap,0.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,15,20,Heikki Kovalainen KOV,Lotus Renault,43.0,+1 lap,0.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,16,11,Rubens Barrichello BAR,Williams Cosworth,43.0,+1 lap,0.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,16,11,Rubens Barrichello BAR,Williams Cosworth,43.0,+1 lap,0.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,16,11,Rubens Barrichello BAR,Williams Cosworth,43.0,+1 lap,0.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,17,25,Jerome d'Ambrosio DAM,Virgin Cosworth,43.0,+1 lap,0.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,17,25,Jerome d'Ambrosio DAM,Virgin Cosworth,43.0,+1 lap,0.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,17,25,Jerome d'Ambrosio DAM,Virgin Cosworth,43.0,+1 lap,0.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,18,24,Timo Glock GLO,Virgin Cosworth,43.0,+1 lap,0.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,18,24,Timo Glock GLO,Virgin Cosworth,43.0,+1 lap,0.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,18,24,Timo Glock GLO,Virgin Cosworth,43.0,+1 lap,0.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,19,23,Vitantonio Liuzzi LIU,HRT Cosworth,43.0,+1 lap,0.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,19,23,Vitantonio Liuzzi LIU,HRT Cosworth,43.0,+1 lap,0.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,19,23,Vitantonio Liuzzi LIU,HRT Cosworth,43.0,+1 lap,0.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
2011,39,NC,17,Sergio Perez PER,Sauber Ferrari,27.0,DNF,0.0,Belgium,Circuit de Spa-Francorchamps *,Race circuit,Clockwise,Stavelot,7.004 km (4.352 mi),20,Belgian Grand Prix,56
2011,39,NC,17,Sergio Perez PER,Sauber Ferrari,27.0,DNF,0.0,Belgium,Circuit Zolder,Race circuit,Clockwise,Heusden-Zolder,4.262 km (2.648 mi),10,Belgian Grand Prix,10
2011,39,NC,17,Sergio Perez PER,Sauber Ferrari,27.0,DNF,0.0,Belgium,Nivelles-Baulers,Race circuit,Clockwise,Nivelles,3.724 km (2.314 mi),7,Belgian Grand Prix,2
