Year,Race,Pos,No,Driver,Car,Laps,Time/Retired,PTS,Country,Circuit,Type,Direction,Location,Last length used,Turns,Grands Prix,Grands Prix held
2002,730,5,5,Ralf Schumacher RSC,Williams BMW,72.0,+41.773s,2.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,5,5,Ralf Schumacher RSC,Williams BMW,72.0,+41.773s,2.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,5,5,Ralf Schumacher RSC,Williams BMW,72.0,+41.773s,2.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,5,5,Ralf Schumacher RSC,Williams BMW,72.0,+41.773s,2.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,5,5,Ralf Schumacher RSC,Williams BMW,72.0,+41.773s,2.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,5,5,Ralf Schumacher RSC,Williams BMW,72.0,+41.773s,2.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,5,5,Ralf Schumacher RSC,Williams BMW,72.0,+41.773s,2.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,730,6,15,Jenson Button BUT,Renault,71.0,+1 lap,1.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,6,15,Jenson Button BUT,Renault,71.0,+1 lap,1.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,6,15,Jenson Button BUT,Renault,71.0,+1 lap,1.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,6,15,Jenson Button BUT,Renault,71.0,+1 lap,1.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,6,15,Jenson Button BUT,Renault,71.0,+1 lap,1.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,6,15,Jenson Button BUT,Renault,71.0,+1 lap,1.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,6,15,Jenson Button BUT,Renault,71.0,+1 lap,1.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,730,7,7,Nick Heidfeld HEI,Sauber Petronas,71.0,+1 lap,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,7,7,Nick Heidfeld HEI,Sauber Petronas,71.0,+1 lap,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,7,7,Nick Heidfeld HEI,Sauber Petronas,71.0,+1 lap,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,7,7,Nick Heidfeld HEI,Sauber Petronas,71.0,+1 lap,0.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,7,7,Nick Heidfeld HEI,Sauber Petronas,71.0,+1 lap,0.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,7,7,Nick Heidfeld HEI,Sauber Petronas,71.0,+1 lap,0.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,7,7,Nick Heidfeld HEI,Sauber Petronas,71.0,+1 lap,0.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,730,8,23,Mark Webber WEB,Minardi Asiatech,71.0,+1 lap,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,8,23,Mark Webber WEB,Minardi Asiatech,71.0,+1 lap,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,8,23,Mark Webber WEB,Minardi Asiatech,71.0,+1 lap,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,8,23,Mark Webber WEB,Minardi Asiatech,71.0,+1 lap,0.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,8,23,Mark Webber WEB,Minardi Asiatech,71.0,+1 lap,0.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,8,23,Mark Webber WEB,Minardi Asiatech,71.0,+1 lap,0.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,8,23,Mark Webber WEB,Minardi Asiatech,71.0,+1 lap,0.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,730,9,17,Pedro de la Rosa DLR,Jaguar Cosworth,70.0,+2 laps,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,9,17,Pedro de la Rosa DLR,Jaguar Cosworth,70.0,+2 laps,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,9,17,Pedro de la Rosa DLR,Jaguar Cosworth,70.0,+2 laps,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,9,17,Pedro de la Rosa DLR,Jaguar Cosworth,70.0,+2 laps,0.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,9,17,Pedro de la Rosa DLR,Jaguar Cosworth,70.0,+2 laps,0.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,9,17,Pedro de la Rosa DLR,Jaguar Cosworth,70.0,+2 laps,0.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,9,17,Pedro de la Rosa DLR,Jaguar Cosworth,70.0,+2 laps,0.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,730,10,22,Alex Yoong YOO,Minardi Asiatech,68.0,+4 laps,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,10,22,Alex Yoong YOO,Minardi Asiatech,68.0,+4 laps,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,10,22,Alex Yoong YOO,Minardi Asiatech,68.0,+4 laps,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,10,22,Alex Yoong YOO,Minardi Asiatech,68.0,+4 laps,0.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,10,22,Alex Yoong YOO,Minardi Asiatech,68.0,+4 laps,0.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,10,22,Alex Yoong YOO,Minardi Asiatech,68.0,+4 laps,0.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,10,22,Alex Yoong YOO,Minardi Asiatech,68.0,+4 laps,0.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,730,11,25,Allan McNish MCN,Toyota,65.0,DNF,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,11,25,Allan McNish MCN,Toyota,65.0,DNF,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,11,25,Allan McNish MCN,Toyota,65.0,DNF,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,11,25,Allan McNish MCN,Toyota,65.0,DNF,0.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,11,25,Allan McNish MCN,Toyota,65.0,DNF,0.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,11,25,Allan McNish MCN,Toyota,65.0,DNF,0.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,11,25,Allan McNish MCN,Toyota,65.0,DNF,0.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,730,NC,16,Eddie Irvine IRV,Jaguar Cosworth,52.0,DNF,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,NC,16,Eddie Irvine IRV,Jaguar Cosworth,52.0,DNF,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,NC,16,Eddie Irvine IRV,Jaguar Cosworth,52.0,DNF,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,NC,16,Eddie Irvine IRV,Jaguar Cosworth,52.0,DNF,0.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,NC,16,Eddie Irvine IRV,Jaguar Cosworth,52.0,DNF,0.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,NC,16,Eddie Irvine IRV,Jaguar Cosworth,52.0,DNF,0.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,NC,16,Eddie Irvine IRV,Jaguar Cosworth,52.0,DNF,0.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,730,NC,14,Jarno Trulli TRU,Renault,49.0,DNF,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,NC,14,Jarno Trulli TRU,Renault,49.0,DNF,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,NC,14,Jarno Trulli TRU,Renault,49.0,DNF,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,NC,14,Jarno Trulli TRU,Renault,49.0,DNF,0.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,NC,14,Jarno Trulli TRU,Renault,49.0,DNF,0.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,NC,14,Jarno Trulli TRU,Renault,49.0,DNF,0.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,NC,14,Jarno Trulli TRU,Renault,49.0,DNF,0.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,730,NC,8,Felipe Massa MAS,Sauber Petronas,48.0,DNF,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,NC,8,Felipe Massa MAS,Sauber Petronas,48.0,DNF,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,NC,8,Felipe Massa MAS,Sauber Petronas,48.0,DNF,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,NC,8,Felipe Massa MAS,Sauber Petronas,48.0,DNF,0.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,NC,8,Felipe Massa MAS,Sauber Petronas,48.0,DNF,0.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,NC,8,Felipe Massa MAS,Sauber Petronas,48.0,DNF,0.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,NC,8,Felipe Massa MAS,Sauber Petronas,48.0,DNF,0.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,730,NC,24,Mika Salo SAL,Toyota,48.0,DNF,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,NC,24,Mika Salo SAL,Toyota,48.0,DNF,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,NC,24,Mika Salo SAL,Toyota,48.0,DNF,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,NC,24,Mika Salo SAL,Toyota,48.0,DNF,0.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,NC,24,Mika Salo SAL,Toyota,48.0,DNF,0.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,NC,24,Mika Salo SAL,Toyota,48.0,DNF,0.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,NC,24,Mika Salo SAL,Toyota,48.0,DNF,0.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,730,NC,11,Jacques Villeneuve VIL,BAR Honda,35.0,DNF,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,NC,11,Jacques Villeneuve VIL,BAR Honda,35.0,DNF,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,NC,11,Jacques Villeneuve VIL,BAR Honda,35.0,DNF,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,NC,11,Jacques Villeneuve VIL,BAR Honda,35.0,DNF,0.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,NC,11,Jacques Villeneuve VIL,BAR Honda,35.0,DNF,0.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,NC,11,Jacques Villeneuve VIL,BAR Honda,35.0,DNF,0.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,NC,11,Jacques Villeneuve VIL,BAR Honda,35.0,DNF,0.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,730,NC,12,Olivier Panis PAN,BAR Honda,29.0,DNF,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,NC,12,Olivier Panis PAN,BAR Honda,29.0,DNF,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,NC,12,Olivier Panis PAN,BAR Honda,29.0,DNF,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,NC,12,Olivier Panis PAN,BAR Honda,29.0,DNF,0.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,NC,12,Olivier Panis PAN,BAR Honda,29.0,DNF,0.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,NC,12,Olivier Panis PAN,BAR Honda,29.0,DNF,0.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,NC,12,Olivier Panis PAN,BAR Honda,29.0,DNF,0.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,730,NC,10,Takuma Sato SAT,Jordan Honda,23.0,DNF,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,NC,10,Takuma Sato SAT,Jordan Honda,23.0,DNF,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,NC,10,Takuma Sato SAT,Jordan Honda,23.0,DNF,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,NC,10,Takuma Sato SAT,Jordan Honda,23.0,DNF,0.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,NC,10,Takuma Sato SAT,Jordan Honda,23.0,DNF,0.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,NC,10,Takuma Sato SAT,Jordan Honda,23.0,DNF,0.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,NC,10,Takuma Sato SAT,Jordan Honda,23.0,DNF,0.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,730,NC,2,Rubens Barrichello BAR,Ferrari,,DNS,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,4.430 km (2.753 mi),8,French Grand Prix,1
2002,730,NC,2,Rubens Barrichello BAR,Ferrari,,DNS,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,8.055 km (5.005 mi),38,French Grand Prix,4
2002,730,NC,2,Rubens Barrichello BAR,Ferrari,,DNS,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,4.411 km (2.741 mi),16,French Grand Prix,18
2002,730,NC,2,Rubens Barrichello BAR,Ferrari,,DNS,0.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,8.302 km (5.159 mi),6,French Grand Prix,11
2002,730,NC,2,Rubens Barrichello BAR,Ferrari,,DNS,0.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,3.886 km (2.415 mi),12,"French Grand Prix,Swiss Grand Prix",6
2002,730,NC,2,Rubens Barrichello BAR,Ferrari,,DNS,0.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,5.842 km (3.630 mi),15,French Grand Prix,18
2002,730,NC,2,Rubens Barrichello BAR,Ferrari,,DNS,0.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,6.542 km (4.065 mi),13,French Grand Prix,5
2002,731,1,1,Michael Schumacher MSC,Ferrari,67.0,1:27:52.078,10.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2002,731,1,1,Michael Schumacher MSC,Ferrari,67.0,1:27:52.078,10.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2002,731,1,1,Michael Schumacher MSC,Ferrari,67.0,1:27:52.078,10.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2002,731,2,6,Juan Pablo Montoya MOY,Williams BMW,67.0,+10.503s,6.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2002,731,2,6,Juan Pablo Montoya MOY,Williams BMW,67.0,+10.503s,6.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2002,731,2,6,Juan Pablo Montoya MOY,Williams BMW,67.0,+10.503s,6.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2002,731,3,5,Ralf Schumacher RSC,Williams BMW,67.0,+14.466s,4.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2002,731,3,5,Ralf Schumacher RSC,Williams BMW,67.0,+14.466s,4.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2002,731,3,5,Ralf Schumacher RSC,Williams BMW,67.0,+14.466s,4.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2002,731,4,2,Rubens Barrichello BAR,Ferrari,67.0,+23.195s,3.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2002,731,4,2,Rubens Barrichello BAR,Ferrari,67.0,+23.195s,3.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2002,731,4,2,Rubens Barrichello BAR,Ferrari,67.0,+23.195s,3.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2002,731,5,3,David Coulthard COU,McLaren Mercedes,66.0,+1 lap,2.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2002,731,5,3,David Coulthard COU,McLaren Mercedes,66.0,+1 lap,2.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2002,731,5,3,David Coulthard COU,McLaren Mercedes,66.0,+1 lap,2.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2002,731,6,7,Nick Heidfeld HEI,Sauber Petronas,66.0,+1 lap,1.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2002,731,6,7,Nick Heidfeld HEI,Sauber Petronas,66.0,+1 lap,1.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2002,731,6,7,Nick Heidfeld HEI,Sauber Petronas,66.0,+1 lap,1.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2002,731,7,8,Felipe Massa MAS,Sauber Petronas,66.0,+1 lap,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2002,731,7,8,Felipe Massa MAS,Sauber Petronas,66.0,+1 lap,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2002,731,7,8,Felipe Massa MAS,Sauber Petronas,66.0,+1 lap,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2002,731,8,10,Takuma Sato SAT,Jordan Honda,66.0,+1 lap,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2002,731,8,10,Takuma Sato SAT,Jordan Honda,66.0,+1 lap,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2002,731,8,10,Takuma Sato SAT,Jordan Honda,66.0,+1 lap,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2002,731,9,24,Mika Salo SAL,Toyota,66.0,+1 lap,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2002,731,9,24,Mika Salo SAL,Toyota,66.0,+1 lap,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
2002,731,9,24,Mika Salo SAL,Toyota,66.0,+1 lap,0.0,Germany,Nürburgring,Race circuit,Clockwise,Nürburg,5.148 km (3.199 mi),15,"German Grand Prix,European Grand Prix,Luxembourg Grand Prix,Eifel Grand Prix",41
2002,731,NC,9,Giancarlo Fisichella FIS,Jordan Honda,59.0,DNF,0.0,Germany,AVUS,Road circuit,Anti-clockwise,Berlin,8.300 km (5.157 mi),4,German Grand Prix,1
2002,731,NC,9,Giancarlo Fisichella FIS,Jordan Honda,59.0,DNF,0.0,Germany,Hockenheimring,Race circuit,Clockwise,Hockenheim,4.574 km (2.842 mi),16,German Grand Prix,37
