Year,Race,Pos,No,Driver,Car,Laps,PTS,Country,Circuit,Type,Direction,Location,Turns,Grands Prix,Grands Prix held,Last length used (m),Time_in_Seconds,TOTALAVGSpeed (m/s),Average Speed per Lap (m/s),Average Time per Lap (sec),Total Distance of Lap (meters)
2002,727,3,2,Rubens Barrichello BAR,Ferrari,70.0,4.0,Canada,Circuit Gilles-Villeneuve *,Street circuit,Clockwise,Montreal,13,Canadian Grand Prix,43,4361.0,5623.193,54.28766183198763,0.7755380261712518,80.33132857142857,305270.0
2002,727,3,2,Rubens Barrichello BAR,Ferrari,70.0,4.0,Canada,Circuit Mont-Tremblant,Race circuit,Clockwise,Mont-Tremblant,15,Canadian Grand Prix,2,4265.0,5623.193,53.09261126196451,0.7584658751709216,80.33132857142857,298550.0
2002,727,3,2,Rubens Barrichello BAR,Ferrari,70.0,4.0,Canada,Mosport International Raceway,Race circuit,Clockwise,Bowmanville,10,Canadian Grand Prix,8,3957.0,5623.193,49.258490683140344,0.703692724044862,80.33132857142857,276990.0
2002,727,4,4,Kimi Räikkönen RAI,McLaren Mercedes,70.0,3.0,Canada,Circuit Gilles-Villeneuve *,Street circuit,Clockwise,Montreal,13,Canadian Grand Prix,43,4361.0,5653.674,53.99497742529902,0.7713568203614146,80.76677142857143,305270.0
2002,727,4,4,Kimi Räikkönen RAI,McLaren Mercedes,70.0,3.0,Canada,Circuit Mont-Tremblant,Race circuit,Clockwise,Mont-Tremblant,15,Canadian Grand Prix,2,4265.0,5653.674,52.80636980483841,0.7543767114976916,80.76677142857143,298550.0
2002,727,4,4,Kimi Räikkönen RAI,McLaren Mercedes,70.0,3.0,Canada,Mosport International Raceway,Race circuit,Clockwise,Bowmanville,10,Canadian Grand Prix,8,3957.0,5653.674,48.99292035586063,0.6998988622265805,80.76677142857143,276990.0
2002,727,5,9,Giancarlo Fisichella FIS,Jordan Honda,70.0,2.0,Canada,Circuit Gilles-Villeneuve *,Street circuit,Clockwise,Montreal,13,Canadian Grand Prix,43,4361.0,5658.923,53.94489375451831,0.7706413393502616,80.84175714285713,305270.0
2002,727,5,9,Giancarlo Fisichella FIS,Jordan Honda,70.0,2.0,Canada,Circuit Mont-Tremblant,Race circuit,Clockwise,Mont-Tremblant,15,Canadian Grand Prix,2,4265.0,5658.923,52.75738864091277,0.7536769805844682,80.84175714285713,298550.0
2002,727,5,9,Giancarlo Fisichella FIS,Jordan Honda,70.0,2.0,Canada,Mosport International Raceway,Race circuit,Clockwise,Bowmanville,10,Canadian Grand Prix,8,3957.0,5658.923,48.94747640142833,0.6992496628775476,80.84175714285713,276990.0
2002,727,6,14,Jarno Trulli TRU,Renault,70.0,1.0,Canada,Circuit Gilles-Villeneuve *,Street circuit,Clockwise,Montreal,13,Canadian Grand Prix,43,4361.0,5665.058,53.88647388958771,0.7698067698512531,80.9294,305270.0
2002,727,6,14,Jarno Trulli TRU,Renault,70.0,1.0,Canada,Circuit Mont-Tremblant,Race circuit,Clockwise,Mont-Tremblant,15,Canadian Grand Prix,2,4265.0,5665.058,52.700254789977436,0.7528607827139634,80.9294,298550.0
2002,727,6,14,Jarno Trulli TRU,Renault,70.0,1.0,Canada,Mosport International Raceway,Race circuit,Clockwise,Bowmanville,10,Canadian Grand Prix,8,3957.0,5665.058,48.89446851206113,0.698492407315159,80.9294,276990.0
2002,727,7,5,Ralf Schumacher RSC,Williams BMW,70.0,0.0,Canada,Circuit Gilles-Villeneuve *,Street circuit,Clockwise,Montreal,13,Canadian Grand Prix,43,4361.0,5667.629,53.862029430649045,0.7694575632949864,80.96612857142857,305270.0
2002,727,7,5,Ralf Schumacher RSC,Williams BMW,70.0,0.0,Canada,Circuit Mont-Tremblant,Race circuit,Clockwise,Mont-Tremblant,15,Canadian Grand Prix,2,4265.0,5667.629,52.676348434239436,0.7525192633462776,80.96612857142857,298550.0
2002,727,7,5,Ralf Schumacher RSC,Williams BMW,70.0,0.0,Canada,Mosport International Raceway,Race circuit,Clockwise,Bowmanville,10,Canadian Grand Prix,8,3957.0,5667.629,48.8722885707586,0.6981755510108372,80.96612857142857,276990.0
2002,727,8,12,Olivier Panis PAN,BAR Honda,69.0,0.0,Canada,Circuit Gilles-Villeneuve *,Street circuit,Clockwise,Montreal,13,Canadian Grand Prix,43,4361.0,5696.341157142857,52.82496109325876,0.7655791462791124,82.55566894409938,300909.0
2002,727,8,12,Olivier Panis PAN,BAR Honda,69.0,0.0,Canada,Circuit Mont-Tremblant,Race circuit,Clockwise,Mont-Tremblant,15,Canadian Grand Prix,2,4265.0,5696.341157142857,51.66210939297148,0.7487262230865432,82.55566894409938,294285.0
2002,727,8,12,Olivier Panis PAN,BAR Honda,69.0,0.0,Canada,Mosport International Raceway,Race circuit,Clockwise,Bowmanville,10,Canadian Grand Prix,8,3957.0,5696.341157142857,47.931293521216446,0.6946564278437166,82.55566894409938,273033.0
2002,727,9,8,Felipe Massa MAS,Sauber Petronas,69.0,0.0,Canada,Circuit Gilles-Villeneuve *,Street circuit,Clockwise,Montreal,13,Canadian Grand Prix,43,4361.0,5696.341157142857,52.82496109325876,0.7655791462791124,82.55566894409938,300909.0
2002,727,9,8,Felipe Massa MAS,Sauber Petronas,69.0,0.0,Canada,Circuit Mont-Tremblant,Race circuit,Clockwise,Mont-Tremblant,15,Canadian Grand Prix,2,4265.0,5696.341157142857,51.66210939297148,0.7487262230865432,82.55566894409938,294285.0
2002,727,9,8,Felipe Massa MAS,Sauber Petronas,69.0,0.0,Canada,Mosport International Raceway,Race circuit,Clockwise,Bowmanville,10,Canadian Grand Prix,8,3957.0,5696.341157142857,47.931293521216446,0.6946564278437166,82.55566894409938,273033.0
2002,727,10,10,Takuma Sato SAT,Jordan Honda,69.0,0.0,Canada,Circuit Gilles-Villeneuve *,Street circuit,Clockwise,Montreal,13,Canadian Grand Prix,43,4361.0,5696.341157142857,52.82496109325876,0.7655791462791124,82.55566894409938,300909.0
2002,727,10,10,Takuma Sato SAT,Jordan Honda,69.0,0.0,Canada,Circuit Mont-Tremblant,Race circuit,Clockwise,Mont-Tremblant,15,Canadian Grand Prix,2,4265.0,5696.341157142857,51.66210939297148,0.7487262230865432,82.55566894409938,294285.0
2002,727,10,10,Takuma Sato SAT,Jordan Honda,69.0,0.0,Canada,Mosport International Raceway,Race circuit,Clockwise,Bowmanville,10,Canadian Grand Prix,8,3957.0,5696.341157142857,47.931293521216446,0.6946564278437166,82.55566894409938,273033.0
2002,727,11,23,Mark Webber WEB,Minardi Asiatech,69.0,0.0,Canada,Circuit Gilles-Villeneuve *,Street circuit,Clockwise,Montreal,13,Canadian Grand Prix,43,4361.0,5696.341157142857,52.82496109325876,0.7655791462791124,82.55566894409938,300909.0
2002,727,11,23,Mark Webber WEB,Minardi Asiatech,69.0,0.0,Canada,Circuit Mont-Tremblant,Race circuit,Clockwise,Mont-Tremblant,15,Canadian Grand Prix,2,4265.0,5696.341157142857,51.66210939297148,0.7487262230865432,82.55566894409938,294285.0
2002,727,11,23,Mark Webber WEB,Minardi Asiatech,69.0,0.0,Canada,Mosport International Raceway,Race circuit,Clockwise,Bowmanville,10,Canadian Grand Prix,8,3957.0,5696.341157142857,47.931293521216446,0.6946564278437166,82.55566894409938,273033.0
2002,727,12,7,Nick Heidfeld HEI,Sauber Petronas,69.0,0.0,Canada,Circuit Gilles-Villeneuve *,Street circuit,Clockwise,Montreal,13,Canadian Grand Prix,43,4361.0,5696.341157142857,52.82496109325876,0.7655791462791124,82.55566894409938,300909.0
2002,727,12,7,Nick Heidfeld HEI,Sauber Petronas,69.0,0.0,Canada,Circuit Mont-Tremblant,Race circuit,Clockwise,Mont-Tremblant,15,Canadian Grand Prix,2,4265.0,5696.341157142857,51.66210939297148,0.7487262230865432,82.55566894409938,294285.0
2002,727,12,7,Nick Heidfeld HEI,Sauber Petronas,69.0,0.0,Canada,Mosport International Raceway,Race circuit,Clockwise,Bowmanville,10,Canadian Grand Prix,8,3957.0,5696.341157142857,47.931293521216446,0.6946564278437166,82.55566894409938,273033.0
2002,727,13,20,Heinz-Harald Frentzen FRE,Arrows Cosworth,69.0,0.0,Canada,Circuit Gilles-Villeneuve *,Street circuit,Clockwise,Montreal,13,Canadian Grand Prix,43,4361.0,5696.341157142857,52.82496109325876,0.7655791462791124,82.55566894409938,300909.0
2002,727,13,20,Heinz-Harald Frentzen FRE,Arrows Cosworth,69.0,0.0,Canada,Circuit Mont-Tremblant,Race circuit,Clockwise,Mont-Tremblant,15,Canadian Grand Prix,2,4265.0,5696.341157142857,51.66210939297148,0.7487262230865432,82.55566894409938,294285.0
2002,727,13,20,Heinz-Harald Frentzen FRE,Arrows Cosworth,69.0,0.0,Canada,Mosport International Raceway,Race circuit,Clockwise,Bowmanville,10,Canadian Grand Prix,8,3957.0,5696.341157142857,47.931293521216446,0.6946564278437166,82.55566894409938,273033.0
2002,727,14,22,Alex Yoong YOO,Minardi Asiatech,68.0,0.0,Canada,Circuit Gilles-Villeneuve *,Street circuit,Clockwise,Montreal,13,Canadian Grand Prix,43,4361.0,5776.571314285714,51.33633497549382,0.7549461025807914,84.9495781512605,296548.0
2002,727,14,22,Alex Yoong YOO,Minardi Asiatech,68.0,0.0,Canada,Circuit Mont-Tremblant,Race circuit,Clockwise,Mont-Tremblant,15,Canadian Grand Prix,2,4265.0,5776.571314285714,50.20625284808098,0.7383272477658968,84.9495781512605,290020.0
2002,727,14,22,Alex Yoong YOO,Minardi Asiatech,68.0,0.0,Canada,Mosport International Raceway,Race circuit,Clockwise,Bowmanville,10,Canadian Grand Prix,8,3957.0,5776.571314285714,46.58057268929811,0.6850084219014427,84.9495781512605,269076.0
2002,730,1,1,Michael Schumacher MSC,Ferrari,72.0,10.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,8,French Grand Prix,1,4430.0,5529.837,57.67981949558368,0.8011086041053289,76.80329166666667,318960.0
2002,730,1,1,Michael Schumacher MSC,Ferrari,72.0,10.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,38,French Grand Prix,4,8055.0,5529.837,104.87831738982541,1.4566432970809085,76.80329166666667,579960.0
2002,730,1,1,Michael Schumacher MSC,Ferrari,72.0,10.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,16,French Grand Prix,18,4411.0,5529.837,57.43243426524145,0.7976726981283534,76.80329166666667,317592.0
2002,730,1,1,Michael Schumacher MSC,Ferrari,72.0,10.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,6,French Grand Prix,11,8302.0,5529.837,108.09432538427443,1.5013100747815893,76.80329166666667,597744.0
2002,730,1,1,Michael Schumacher MSC,Ferrari,72.0,10.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,12,"French Grand Prix,Swiss Grand Prix",6,3886.0,5529.837,50.59678974262713,0.7027331908698212,76.80329166666667,279792.0
2002,730,1,1,Michael Schumacher MSC,Ferrari,72.0,10.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,15,French Grand Prix,18,5842.0,5529.837,76.0644481925959,1.0564506693416098,76.80329166666667,420624.0
2002,730,1,1,Michael Schumacher MSC,Ferrari,72.0,10.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,13,French Grand Prix,5,6542.0,5529.837,85.178640889415,1.1830366790196527,76.80329166666667,471024.0
2002,730,2,4,Kimi Räikkönen RAI,McLaren Mercedes,72.0,6.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,8,French Grand Prix,1,4430.0,5530.942,57.66829592499795,0.8009485545138604,76.81863888888888,318960.0
2002,730,2,4,Kimi Räikkönen RAI,McLaren Mercedes,72.0,6.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,38,French Grand Prix,4,8055.0,5530.942,104.85736426091613,1.456352281401613,76.81863888888888,579960.0
2002,730,2,4,Kimi Räikkönen RAI,McLaren Mercedes,72.0,6.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,16,French Grand Prix,18,4411.0,5530.942,57.42096011854762,0.797513334979828,76.81863888888888,317592.0
2002,730,2,4,Kimi Räikkönen RAI,McLaren Mercedes,72.0,6.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,6,French Grand Prix,11,8302.0,5530.942,108.07272974477043,1.5010101353440337,76.81863888888888,597744.0
2002,730,2,4,Kimi Räikkönen RAI,McLaren Mercedes,72.0,6.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,12,"French Grand Prix,Swiss Grand Prix",6,3886.0,5530.942,50.58668125610429,0.7025927952236707,76.81863888888888,279792.0
2002,730,2,4,Kimi Räikkönen RAI,McLaren Mercedes,72.0,6.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,15,French Grand Prix,18,5842.0,5530.942,76.04925164646457,1.0562396062008967,76.81863888888888,420624.0
2002,730,2,4,Kimi Räikkönen RAI,McLaren Mercedes,72.0,6.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,13,French Grand Prix,5,6542.0,5530.942,85.16162346305566,1.182800325875773,76.81863888888888,471024.0
2002,730,3,3,David Coulthard COU,McLaren Mercedes,72.0,4.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,8,French Grand Prix,1,4430.0,5561.813,57.34820642117957,0.7965028669608274,77.24740277777778,318960.0
2002,730,3,3,David Coulthard COU,McLaren Mercedes,72.0,4.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,38,French Grand Prix,4,8055.0,5561.813,104.27535050171589,1.4482687569682762,77.24740277777778,579960.0
2002,730,3,3,David Coulthard COU,McLaren Mercedes,72.0,4.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,16,French Grand Prix,18,4411.0,5561.813,57.102243459102276,0.7930867147097538,77.24740277777778,317592.0
2002,730,3,3,David Coulthard COU,McLaren Mercedes,72.0,4.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,6,French Grand Prix,11,8302.0,5561.813,107.47286900872072,1.4926787362322322,77.24740277777778,597744.0
2002,730,3,3,David Coulthard COU,McLaren Mercedes,72.0,4.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,12,"French Grand Prix,Swiss Grand Prix",6,3886.0,5561.813,50.305898454334944,0.6986930340879853,77.24740277777778,279792.0
2002,730,3,3,David Coulthard COU,McLaren Mercedes,72.0,4.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,15,French Grand Prix,18,5842.0,5561.813,75.62713812923951,1.0503769184616598,77.24740277777778,420624.0
2002,730,3,3,David Coulthard COU,McLaren Mercedes,72.0,4.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,13,French Grand Prix,5,6542.0,5561.813,84.68893146892928,1.1762351592906846,77.24740277777778,471024.0
2002,730,4,6,Juan Pablo Montoya MOY,Williams BMW,72.0,3.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,8,French Grand Prix,1,4430.0,5570.513000000001,57.258640272448865,0.795258892672901,77.36823611111112,318960.0
2002,730,4,6,Juan Pablo Montoya MOY,Williams BMW,72.0,3.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,38,French Grand Prix,4,8055.0,5570.513000000001,104.11249376852723,1.4460068578962115,77.36823611111112,579960.0
2002,730,4,6,Juan Pablo Montoya MOY,Williams BMW,72.0,3.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,16,French Grand Prix,18,4411.0,5570.513000000001,57.013061454124596,0.7918480757517306,77.36823611111112,317592.0
2002,730,4,6,Juan Pablo Montoya MOY,Williams BMW,72.0,3.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,6,French Grand Prix,11,8302.0,5570.513000000001,107.30501840674278,1.4903474778714274,77.36823611111112,597744.0
2002,730,4,6,Juan Pablo Montoya MOY,Williams BMW,72.0,3.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,12,"French Grand Prix,Swiss Grand Prix",6,3886.0,5570.513000000001,50.227330947796005,0.697601818719389,77.36823611111112,279792.0
2002,730,4,6,Juan Pablo Montoya MOY,Williams BMW,72.0,3.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,15,French Grand Prix,18,5842.0,5570.513000000001,75.50902403423167,1.0487364449198844,77.36823611111112,420624.0
2002,730,4,6,Juan Pablo Montoya MOY,Williams BMW,72.0,3.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,13,French Grand Prix,5,6542.0,5570.513000000001,84.55666470933646,1.1743981209630063,77.36823611111112,471024.0
2002,730,5,5,Ralf Schumacher RSC,Williams BMW,72.0,2.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,8,French Grand Prix,1,4430.0,5571.610000000001,57.24736656011458,0.7951023133349246,77.38347222222222,318960.0
2002,730,5,5,Ralf Schumacher RSC,Williams BMW,72.0,2.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,38,French Grand Prix,4,8055.0,5571.610000000001,104.09199495298485,1.4457221521247896,77.38347222222222,579960.0
2002,730,5,5,Ralf Schumacher RSC,Williams BMW,72.0,2.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,16,French Grand Prix,18,4411.0,5571.610000000001,57.00183609405539,0.7916921679729916,77.38347222222222,317592.0
2002,730,5,5,Ralf Schumacher RSC,Williams BMW,72.0,2.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,6,French Grand Prix,11,8302.0,5571.610000000001,107.28389101175422,1.4900540418299197,77.38347222222222,597744.0
2002,730,5,5,Ralf Schumacher RSC,Williams BMW,72.0,2.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,12,"French Grand Prix,Swiss Grand Prix",6,3886.0,5571.610000000001,50.21744163715694,0.6974644671827352,77.38347222222222,279792.0
2002,730,5,5,Ralf Schumacher RSC,Williams BMW,72.0,2.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,15,French Grand Prix,18,5842.0,5571.610000000001,75.49415698514433,1.0485299581270047,77.38347222222222,420624.0
2002,730,5,5,Ralf Schumacher RSC,Williams BMW,72.0,2.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,13,French Grand Prix,5,6542.0,5571.610000000001,84.54001626100893,1.174166892514013,77.38347222222222,471024.0
2002,730,6,15,Jenson Button BUT,Renault,71.0,1.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,8,French Grand Prix,1,4430.0,5606.6402916666675,56.09955046830741,0.7901345136381326,78.96676467136152,314530.0
2002,730,6,15,Jenson Button BUT,Renault,71.0,1.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,38,French Grand Prix,4,8055.0,5606.6402916666675,102.00493883120005,1.4366892793126769,78.96676467136152,571905.0
2002,730,6,15,Jenson Button BUT,Renault,71.0,1.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,16,French Grand Prix,18,4411.0,5606.6402916666675,55.8589429155088,0.7867456748663211,78.96676467136152,313181.0
2002,730,6,15,Jenson Button BUT,Renault,71.0,1.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,6,French Grand Prix,11,8302.0,5606.6402916666675,105.13283701758198,1.480744183346225,78.96676467136152,589442.0
2002,730,6,15,Jenson Button BUT,Renault,71.0,1.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,12,"French Grand Prix,Swiss Grand Prix",6,3886.0,5606.6402916666675,49.2105763250209,0.6931067088031113,78.96676467136152,275906.0
2002,730,6,15,Jenson Button BUT,Renault,71.0,1.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,15,French Grand Prix,18,5842.0,5606.6402916666675,73.98049070786725,1.0419787423643274,78.96676467136152,414782.0
2002,730,6,15,Jenson Button BUT,Renault,71.0,1.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,13,French Grand Prix,5,6542.0,5606.6402916666675,82.84497949518445,1.166830697115274,78.96676467136152,464482.0
2002,730,7,7,Nick Heidfeld HEI,Sauber Petronas,71.0,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,8,French Grand Prix,1,4430.0,5606.6402916666675,56.09955046830741,0.7901345136381326,78.96676467136152,314530.0
2002,730,7,7,Nick Heidfeld HEI,Sauber Petronas,71.0,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,38,French Grand Prix,4,8055.0,5606.6402916666675,102.00493883120005,1.4366892793126769,78.96676467136152,571905.0
2002,730,7,7,Nick Heidfeld HEI,Sauber Petronas,71.0,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,16,French Grand Prix,18,4411.0,5606.6402916666675,55.8589429155088,0.7867456748663211,78.96676467136152,313181.0
2002,730,7,7,Nick Heidfeld HEI,Sauber Petronas,71.0,0.0,France,Circuit de Reims-Gueux,Road circuit,Clockwise,Gueux,6,French Grand Prix,11,8302.0,5606.6402916666675,105.13283701758198,1.480744183346225,78.96676467136152,589442.0
2002,730,7,7,Nick Heidfeld HEI,Sauber Petronas,71.0,0.0,France,Circuit Dijon-Prenois,Race circuit,Clockwise,Prenois,12,"French Grand Prix,Swiss Grand Prix",6,3886.0,5606.6402916666675,49.2105763250209,0.6931067088031113,78.96676467136152,275906.0
2002,730,7,7,Nick Heidfeld HEI,Sauber Petronas,71.0,0.0,France,Circuit Paul Ricard,Race circuit,Clockwise,Le Castellet,15,French Grand Prix,18,5842.0,5606.6402916666675,73.98049070786725,1.0419787423643274,78.96676467136152,414782.0
2002,730,7,7,Nick Heidfeld HEI,Sauber Petronas,71.0,0.0,France,Rouen-Les-Essarts,Road circuit,Clockwise,Orival,13,French Grand Prix,5,6542.0,5606.6402916666675,82.84497949518445,1.166830697115274,78.96676467136152,464482.0
2002,730,8,23,Mark Webber WEB,Minardi Asiatech,71.0,0.0,France,Bugatti Au Mans,Race circuit,Clockwise,Le Mans,8,French Grand Prix,1,4430.0,5606.6402916666675,56.09955046830741,0.7901345136381326,78.96676467136152,314530.0
2002,730,8,23,Mark Webber WEB,Minardi Asiatech,71.0,0.0,France,Charade Circuit,Road circuit,Clockwise,Saint-Genès-Champanelle,38,French Grand Prix,4,8055.0,5606.6402916666675,102.00493883120005,1.4366892793126769,78.96676467136152,571905.0
2002,730,8,23,Mark Webber WEB,Minardi Asiatech,71.0,0.0,France,Circuit de Nevers Magny-Cours,Race circuit,Clockwise,Magny-Cours,16,French Grand Prix,18,4411.0,5606.6402916666675,55.8589429155088,0.7867456748663211,78.96676467136152,313181.0
